2.157515	7.63363	        1
1.695049	11.02412	1
1.661982	10.71134	1
1.866261	11.45359	1
-1.281339	9.74903   	1
5.44129 	7.976145	1
2.78758	        9.81098	        1
6.822708	6.909	        1
5.083063	3.325183	1
1.088738	11.0812 	1
7.046454	3.278935	1
-0.3051358	9.675101	1
4.477656	8.237226	1
2.66837	        10.35698	1
3.001907	5.618549	1
-3.273422	14.14587	1
5.602824	7.553533	1
2.782838	8.659986	1
3.090136	9.635991	1
2.904274	11.41321	1
-3.132568	17.78772	1
1.910375	12.05191	1
5.047737	9.11576 	1
7.054031	2.365502	1
3.851188	6.483836	1
6.194925	7.446274	1
1.830282	11.08805	1
0.07146983	11.14764	1
4.170094	5.505372	1
-1.054819	12.09284	1
3.630281	5.425752	1
0.1925536	10.64199	1
0.5725795	11.32199	1
0.449301	7.588054	1
2.627669	9.16951 	1
-0.9897495	11.88245	1
2.007557	9.970136	1
1.472487	9.183677	1
4.448403	7.888943	1
7.646959	2.974045	1
0.3807765	8.771227	1
5.270229	6.251464	1
8.404356	4.297927	1
1.725151	10.09345	1
1.256164	8.674151	1
4.811056	8.391621	1
3.310974	10.34921	1
7.037971	6.923718	1
-3.248998	13.66899	1
7.480443	6.414626	1
1.499563	9.792885	1
4.484624	5.802482	1
5.972742	6.951347	1
3.992368	5.341986	1
1.432299	7.5344  	1
0.6655889	9.333416	1
0.8354891	9.826425	1
1.061659	7.910522	1
3.58832 	6.163319	1
1.0804  	12.87384	1
6.813934	3.087159	1
-3.300925	14.7284 	1
2.832899	5.133543	1
4.616754	3.428421	1
0.5902671	11.09094	1
5.557107	7.047019	1
-1.446784	10.75398	1
5.172017	8.991821	1
5.332913	7.767569	1
8.170689	3.647191	1
3.200432	9.56601 	1
3.555291	10.52656	1
1.196833	7.581309	1
3.969153	9.413414	1
0.9308551	12.0357 	1
5.757988	3.118488	1
0.1621406	11.84767	1
-0.7962649	12.13677	1
7.226954	6.119008	1
1.080106	7.563435	1
0.2723896	10.06782	1
1.195924	9.400786	1
4.82798 	8.962717	1
3.339479	10.33318	1
1.921253	7.24069 	1
3.082311	6.966428	1
5.064607	8.952594	1
6.950103	6.389872	1
-0.111983	8.961539	1
0.6740867	8.15453 	1
-0.102511	13.89153	1
-2.010798	13.01179	1
3.391936	6.440035	1
5.471841	5.842021	1
3.975128	8.370854	1
1.596559	10.15682	1
4.45537 	5.789632	1
1.633084	10.38261	1
3.62812 	6.810266	1
3.059625	6.303108	1
4.821674	4.969471	1
10.51131	2.20786 	1
5.05727 	7.316051	1
3.874248	9.445606	1
4.656998	3.810693	1
7.585812	5.831624	1
6.018823	6.579738	1
8.329842	5.401865	1
1.486539	6.921708	1
6.836194	5.333746	1
8.705371	1.620018	1
6.170961	3.199005	1
5.36234 	7.352542	1
8.104956	4.920389	1
0.8671824	7.753274	1
3.290812	7.581635	1
7.218046	5.938311	1
12.26849	-0.825661	1
11.55726	1.16887 	1
11.29131	3.02617 	1
5.906532	8.748617	1
6.713308	7.248979	1
8.138887	6.024611	1
8.399244	1.020289	1
7.698053	2.636971	1
5.846582	7.794617	1
-2.852265	15.7706 	1
