5.49551 	4.239091	1
3.462259	5.436985	1
5.165979	4.352896	1
-2.159392	14.9005 	1
1.635269	8.116939	1
5.187663	4.617424	1
5.217072	3.897362	1
3.052237	10.05073	1
4.554892	7.799142	1
-0.0108986	11.56926	1
3.442938	7.186539	1
-2.527239	13.26511	1
-2.044009	11.91699	1
3.281629	9.22969 	1
0.425516	11.11367	1
4.370225	6.963338	1
3.17327 	10.5614 	1
-0.1571159	13.99455	1
3.11021 	10.14229	1
2.546941	11.58641	1
0.980157	6.813771	1
1.596992	8.511332	1
5.82613 	5.394288	1
5.679029	6.028521	1
-2.014983	10.11059	1
2.17555 	7.974207	1
4.36037 	7.044995	1
1.970108	10.85635	1
5.842392	3.134478	1
5.233317	4.947168	1
0.6433971	8.806995	1
2.320855	9.567175	1
3.926108	5.779521	1
-1.516405	13.25954	1
1.416795	10.02839	1
2.752419	8.581337	1
1.571715	8.727817	1
2.278334	9.92871 	1
-2.102431	15.86165	1
0.2054485	10.77144	1
2.643954	6.541208	1
2.650224	6.301456	1
7.607127	6.069633	1
-3.485152	14.00616	1
5.746493	8.061519	1
5.381957	3.39307 	1
8.347849	3.548724	1
0.5255322	10.91484	1
5.88517 	7.174781	1
1.899486	6.870524	1
6.913905	7.6389  	1
3.560936	10.71248	1
0.5877136	9.473567	1
5.157327	6.61975 	1
-1.344594	11.301  	1
2.351963	6.389606	1
3.053401	10.41564	1
2.748853	10.22605	1
-0.5905233	10.27771	1
4.406286	8.237384	1
-0.618294	13.68786	1
3.241327	6.909255	1
1.53187 	9.850616	1
1.833887	8.63366 	1
10.62993	1.434249	1
7.288748	4.649222	1
2.944168	10.74226	1
6.929471	2.326053	1
-2.029496	12.58232	1
3.309558	11.25407	1
5.99139 	7.860788	1
4.889182	8.488401	1
5.101874	7.223968	1
3.634557	9.19776 	1
-0.5946026	10.2111 	1
8.436683	6.027295	1
1.70207 	7.642622	1
6.527021	7.970445	1
5.002559	9.174577	1
2.491713	9.80884 	1
3.399955	9.372381	1
6.217103	6.883225	1
4.456988	9.745459	1
2.953353	7.979405	1
3.722807	10.40716	1
5.508652	7.067796	1
6.382294	2.3774  	1
6.07375 	8.112795	1
0.3791124	13.17833	1
3.109195	8.862365	1
2.9061  	9.370586	1
0.1218678	12.42613	1
2.623002	9.901286	1
4.82417 	6.727546	1
1.168261	7.956626	1
4.612988	9.40001 	1
-1.000268	10.62959	1
7.412944	6.144256	1
6.528245	3.402707	1
2.482925	9.295046	1
7.204677	2.529924	1
4.270969	4.628275	1
4.775109	4.743766	1
2.403005	10.3381 	1
4.475295	5.276913	1
2.912172	6.892914	1
6.680047	2.434387	1
7.549938	5.553032	1
9.29776 	3.056274	1
7.075062	4.483297	1
6.505403	4.124074	1
3.747488	6.990387	1
6.00249 	3.870496	1
3.576263	8.935056	1
7.238243	4.300939	1
8.511137	2.822426	1
10.17799	3.556679	1
7.550935	6.286504	1
3.618575	9.633924	1
1.381787	12.75156	1
2.104173	5.689755	1
6.513961	3.594363	1
5.441531	5.778886	1
8.837952	2.869598	1
2.744148	5.351461	1
-2.436636	12.58639	1
7.919396	3.485969	1
4.385661	8.440793	1
3.519252	5.457618	1
1.399023	8.781462	1
2.001254	7.449138	1
1.446616	10.44141	1
5.134807	4.570821	1
5.245904	6.497228	1
7.827711	3.617469	1
